"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"1144591876231749632","Police Brutality🚫","AfricaMustWake","Florida, USA","Platform For #BLM #Racism #PoliceBrutality Commentary And Analysis // Unapologetically Black//
Help The Needy🙏","","9345","9486","2019-06-28","en"
"GAtpRdk7zq6poUyDNbGDhEyWz8iSeIU5QqX6nubYu+s=","GAtpRdk7zq6poUyDNbGDhEyWz8iSeIU5QqX6nubYu+s=","GAtpRdk7zq6poUyDNbGDhEyWz8iSeIU5QqX6nubYu+s=","Massachusetts, USA","Law enforcement bodies enforce laws and not to break laws. Irrespective of the cause of arrest, black rights must still be respected.","","662","1762","2019-11-02","en"
"3I3kCATdWs6T7CKJ1OhiNq0z4RgDkmFWUbwfnAOEY=","3I3kCATdWs6T7CKJ1OhiNq0z4RgDkmFWUbwfnAOEY=","3I3kCATdWs6T7CKJ1OhiNq0z4RgDkmFWUbwfnAOEY=","","The endless and selfless fight for the welfare and interest of the black community runs through viens and spins. An end to race is an end to humanity.","","2","21","2019-08-21","en"
"0biUYz0EYY+ffddjSD8tf7+drN978R+BsJ84PRzqqI=","0biUYz0EYY+ffddjSD8tf7+drN978R+BsJ84PRzqqI=","0biUYz0EYY+ffddjSD8tf7+drN978R+BsJ84PRzqqI=","Accra, Ghana","Creative Ninja","","130","190","2017-06-12","en"
"1151177350870179841","Fight Racism","AfricaThen","Brooklyn, NY","","","5275","4559","2019-07-16","en"
"GmEcAIM5huaLATaRCzPkak8cb1eDGQgFUuPMgZEL5E=","GmEcAIM5huaLATaRCzPkak8cb1eDGQgFUuPMgZEL5E=","GmEcAIM5huaLATaRCzPkak8cb1eDGQgFUuPMgZEL5E=","","I am •An Explorer •A Writer •An Adventurer •An Activist •Single

This Page Is To Celebrate And Promote Black Culture. Black Women Deserve To Be Loved ❤❤❤","","1491","3329","2019-11-01","en"
"zYP2ONT0URiihmkkhDgz94TiNPT83FO7aUstfRcmtTE=","zYP2ONT0URiihmkkhDgz94TiNPT83FO7aUstfRcmtTE=","zYP2ONT0URiihmkkhDgz94TiNPT83FO7aUstfRcmtTE=","","","","0","0","2019-07-12","en"
"MvlumhW1POLgzgogRv5RTSkbQQBj4Y0oUwzccfzm3Tk=","MvlumhW1POLgzgogRv5RTSkbQQBj4Y0oUwzccfzm3Tk=","MvlumhW1POLgzgogRv5RTSkbQQBj4Y0oUwzccfzm3Tk=","California, USA","Young Black King. Proud to be Obibini.
#saynotoracism #HumanRights
RT pinned tweet.","","3258","4736","2019-07-08","en"
"6FbP3UohYAVYwh7eezX38YFs1maAE0ewXZqT5ccs4=","6FbP3UohYAVYwh7eezX38YFs1maAE0ewXZqT5ccs4=","6FbP3UohYAVYwh7eezX38YFs1maAE0ewXZqT5ccs4=","","easy going","","14","34","2019-10-14","en"
"ZojOhCuDAa9y5X1vGFGfkvBEstJI7eeuVbZXTV0e5jw=","ZojOhCuDAa9y5X1vGFGfkvBEstJI7eeuVbZXTV0e5jw=","ZojOhCuDAa9y5X1vGFGfkvBEstJI7eeuVbZXTV0e5jw=","","Activist fighting against racism and sexism","","1179","1702","2019-12-17","en"
"H2PSIOTcR8CxyUWzDi8EsKl9ViwEVOz5TpLD93G0C8=","H2PSIOTcR8CxyUWzDi8EsKl9ViwEVOz5TpLD93G0C8=","H2PSIOTcR8CxyUWzDi8EsKl9ViwEVOz5TpLD93G0C8=","","Living life that makes you happy is more satisfying than living to the expectations of the society. 🌈🌈🌈🌈","","95","147","2019-11-27","en"
"juqFwfUmBWqG5ctHE1X5gDcNJTCwSdJ3vo5KkfstTtg=","juqFwfUmBWqG5ctHE1X5gDcNJTCwSdJ3vo5KkfstTtg=","juqFwfUmBWqG5ctHE1X5gDcNJTCwSdJ3vo5KkfstTtg=","Somewhere In Africa","Savage Sex Love Life Lick Drip💫💦","","12","60","2019-07-27","en"
"0L60fzrF1hM7AqqxWiytrC2RJ7GaNhKLjiKxO4xX+h0=","0L60fzrF1hM7AqqxWiytrC2RJ7GaNhKLjiKxO4xX+h0=","0L60fzrF1hM7AqqxWiytrC2RJ7GaNhKLjiKxO4xX+h0=","","EBLA is a movement of people fighting to eliminate ALL FORMS of discrimination and oppression.","","1161","2104","2019-10-01","en"
"84BLafWJGuzgGU49qs7ixBMFcXWFdNpHmexvAHtOVY=","84BLafWJGuzgGU49qs7ixBMFcXWFdNpHmexvAHtOVY=","84BLafWJGuzgGU49qs7ixBMFcXWFdNpHmexvAHtOVY=","","Black and Proud.
Queen of hearts.
#BlackLivesMatter
#Equality4All
✊🏿✊🏾✊🏽","","2693","4984","2019-09-01","en"
"pV1eVbAJeMADcR52cAGx2sGIFWFamKArUMwRPd8oYc=","pV1eVbAJeMADcR52cAGx2sGIFWFamKArUMwRPd8oYc=","pV1eVbAJeMADcR52cAGx2sGIFWFamKArUMwRPd8oYc=","","Musician/Song Writer/Event Planner bookings contact fmsoldiers@gmail.com/0549943897/0244739811/0541369045","","49","103","2019-07-23","en"
"NBOmNb56JTs4IgJAadw303GfSdbBzlpBrANmZ3enA=","NBOmNb56JTs4IgJAadw303GfSdbBzlpBrANmZ3enA=","NBOmNb56JTs4IgJAadw303GfSdbBzlpBrANmZ3enA=","","Favorite color; Green
Landscaping worker
Capricorn","","0","3","2019-09-18","en"
"QrhDbAS2OAs+x7AptAmLZUlEAN3zFGHihbNNB4iusCU=","QrhDbAS2OAs+x7AptAmLZUlEAN3zFGHihbNNB4iusCU=","QrhDbAS2OAs+x7AptAmLZUlEAN3zFGHihbNNB4iusCU=","","","","0","0","2019-09-15","en"
"JOzol5JRP9Fe9AKlM5IEYZqpmS0a7OBeoaZtTLOUJ4=","JOzol5JRP9Fe9AKlM5IEYZqpmS0a7OBeoaZtTLOUJ4=","JOzol5JRP9Fe9AKlM5IEYZqpmS0a7OBeoaZtTLOUJ4=","Geneva, Switzerland","kindly FOLLOW Me🥰🙏🏽
❤Help make the world a better place 🚫Say NO to Discrimination 🚫","https://t.co/vF09C5JP39","147","118","2020-01-10","en"
"BCATVlfucjgvrw5ppw+DjgikNFBRP26W0aVdt+yOQI=","BCATVlfucjgvrw5ppw+DjgikNFBRP26W0aVdt+yOQI=","BCATVlfucjgvrw5ppw+DjgikNFBRP26W0aVdt+yOQI=","New Jersey, USA","This is Africa. Full of beautiful People and Great Culture✊🏾
‼Always ReTweet PINNED Tweet‼

Do FOLLOW me BACK","","474","649","2019-12-02","en"
"uLoGZJaGkQIO04exUS1wFuleaxnkVEWZhumJcU7JjBo=","uLoGZJaGkQIO04exUS1wFuleaxnkVEWZhumJcU7JjBo=","uLoGZJaGkQIO04exUS1wFuleaxnkVEWZhumJcU7JjBo=","","There is no country which can boast of democracy if it stifles the ability of its citizens.","","916","2036","2019-09-02","en"
"1DntkZtHsnN9uWOilCnfeYFQopteUDy2D7JC1Bo+AZA=","1DntkZtHsnN9uWOilCnfeYFQopteUDy2D7JC1Bo+AZA=","1DntkZtHsnN9uWOilCnfeYFQopteUDy2D7JC1Bo+AZA=","","Projecting blacks in a new light.","","952","1189","2019-12-17","en"
"+dqWn63XKrwrFoWwXLd2+4J0ehNMZ5TIZ+6uhBMVGZE=","+dqWn63XKrwrFoWwXLd2+4J0ehNMZ5TIZ+6uhBMVGZE=","+dqWn63XKrwrFoWwXLd2+4J0ehNMZ5TIZ+6uhBMVGZE=","","Queer rights matter","","756","792","2019-08-21","en"
"WXqclzbWd7o0EpzpYMe7fBsnSWr8kVKtCFqGSG97RQ=","WXqclzbWd7o0EpzpYMe7fBsnSWr8kVKtCFqGSG97RQ=","WXqclzbWd7o0EpzpYMe7fBsnSWr8kVKtCFqGSG97RQ=","","","","0","3","2020-02-17","en"
"5RYcGs0KBrQi1ZyZ9mikOwNoX7Uj8SQlr8SM2+LvVk=","5RYcGs0KBrQi1ZyZ9mikOwNoX7Uj8SQlr8SM2+LvVk=","5RYcGs0KBrQi1ZyZ9mikOwNoX7Uj8SQlr8SM2+LvVk=","North Carolina, USA","It's my job #ToGoThere , tell the most difficult stories and bring you all the Breaking News Around The World","","1586","3761","2019-07-16","en"
"MNht9H2IG5CLuPnRKQpQ1ePh+2WRpHiecvlDZp72F4=","MNht9H2IG5CLuPnRKQpQ1ePh+2WRpHiecvlDZp72F4=","MNht9H2IG5CLuPnRKQpQ1ePh+2WRpHiecvlDZp72F4=","","A stop for everything black","","2","24","2020-02-13","en"
"1149814579293241344","Beautiful Africa (NO Racism🚫 )","blackpride____","Washington, USA","Follow this Account 🙏🏽
News Channel 
#HumanRightsActivist #BLM #PoliceBrutality   #saynotoRacism
Kindly RETWEET PINNED Tweet","","5445","4418","2019-07-12","en"
"vDbTMuaSnvtV44UlIW+iI0lvsScbxpJwxkTz6hLCSVo=","vDbTMuaSnvtV44UlIW+iI0lvsScbxpJwxkTz6hLCSVo=","vDbTMuaSnvtV44UlIW+iI0lvsScbxpJwxkTz6hLCSVo=","Accra, Ghana","black woman passionate about my roots","","48","72","2019-07-08","en"
"lMFGThBur3jNLkUPhxxjaEur5Y8YLHRg+lqoNa1zI=","lMFGThBur3jNLkUPhxxjaEur5Y8YLHRg+lqoNa1zI=","lMFGThBur3jNLkUPhxxjaEur5Y8YLHRg+lqoNa1zI=","","A society without diversity is a society yet unborn.","","794","881","2019-07-11","en"
"SO5NeVEMBRT0bPJHLyj6fnBPHOSajS6bIQuj5FyJBM=","SO5NeVEMBRT0bPJHLyj6fnBPHOSajS6bIQuj5FyJBM=","SO5NeVEMBRT0bPJHLyj6fnBPHOSajS6bIQuj5FyJBM=","","Campaigning to reshape the world ideologies about Blacks. Narrate it Achievement, Struggles & Values

#blackexcellence #racism #BlackLivesMatter #blackcommunity","","813","1335","2019-12-18","en"
"Cdilt65wnJiBlxkJd9dUDOuROKqyMjK9p3kk+cYugXo=","Cdilt65wnJiBlxkJd9dUDOuROKqyMjK9p3kk+cYugXo=","Cdilt65wnJiBlxkJd9dUDOuROKqyMjK9p3kk+cYugXo=","New Orleans, LA","Redefining Black History
#EndRacism
Daily News #saynotoracism","","4508","5237","2019-07-12","en"
"eWDZ9xr1pWC2bnZWQgtP57s+ZILlXNlQjL3kqrYR0=","eWDZ9xr1pWC2bnZWQgtP57s+ZILlXNlQjL3kqrYR0=","eWDZ9xr1pWC2bnZWQgtP57s+ZILlXNlQjL3kqrYR0=","Madina, Ghana","Money On My Mind. I love big titts and fat ass😎💡","","6","155","2019-07-27","en"
"MczeHtvF81D68NCNGBIo17LIirvdATWGZ6NoKtNs0=","MczeHtvF81D68NCNGBIo17LIirvdATWGZ6NoKtNs0=","MczeHtvF81D68NCNGBIo17LIirvdATWGZ6NoKtNs0=","England, United Kingdom","Lost in the woods","","16","26","2017-12-03","en"
"zrFW5DKTfvwYUbweF3gvynTMbhe0QG9YjWEe3mas7Q=","zrFW5DKTfvwYUbweF3gvynTMbhe0QG9YjWEe3mas7Q=","zrFW5DKTfvwYUbweF3gvynTMbhe0QG9YjWEe3mas7Q=","","Black Power simply means: Look at me, I'm here. I have dignity. I have pride. I have roots. I insist, I demand that I participate in every decision.","","19","170","2019-07-05","en"
"iYAwp7NTHmzadsqynYg0pgSC+Da0qyb40BuKC6Mhp4=","iYAwp7NTHmzadsqynYg0pgSC+Da0qyb40BuKC6Mhp4=","iYAwp7NTHmzadsqynYg0pgSC+Da0qyb40BuKC6Mhp4=","Indiana, USA","Lets Promote And Celebrate #BlackExcellence with Commentary And Analysis 

Unapologetically Black// NoToRacism #TheNewAfrica","","2824","4303","2019-07-16","en"
"maCxMbaDjzWhuNlec+Ql0bjooA+8qiqpv4owC5Tkmzo=","maCxMbaDjzWhuNlec+Ql0bjooA+8qiqpv4owC5Tkmzo=","maCxMbaDjzWhuNlec+Ql0bjooA+8qiqpv4owC5Tkmzo=","Greater Accra, Ghana","We all need to come together and eliminate barriers for the Libration of Africa and the world as a whole","","82","113","2019-07-05","en"
"2s8TbPO6WKn4L6+7nRuoMaGWfM7aiHuel2gN6qXKnV8=","2s8TbPO6WKn4L6+7nRuoMaGWfM7aiHuel2gN6qXKnV8=","2s8TbPO6WKn4L6+7nRuoMaGWfM7aiHuel2gN6qXKnV8=","","Eliminating Barriers for the Liberation of Africa.(EBLA) TOGETHER WE FIGHT AGAINST RACISM AND POLICEBRUTALITY. 🤝🏿🤝🏿🤝🏿  follow @Blackindark2🙏🏿","","238","746","2019-07-08","en"
"WZ1W77WloUuz4jbjw8j5omNlBCFy7+WC2ruepmhAP3o=","WZ1W77WloUuz4jbjw8j5omNlBCFy7+WC2ruepmhAP3o=","WZ1W77WloUuz4jbjw8j5omNlBCFy7+WC2ruepmhAP3o=","","elevating black lives","","1244","1659","2019-12-18","en"
"5ozu1CTBgYj8k+qvbesYDDSO70qrjF3MDku7FMvH4M=","5ozu1CTBgYj8k+qvbesYDDSO70qrjF3MDku7FMvH4M=","5ozu1CTBgYj8k+qvbesYDDSO70qrjF3MDku7FMvH4M=","","","","5","0","2016-10-04","en"
"ZwxBxsK4MCYr+e99V2ElHxBgooaCbsVYnGcden4yB2Q=","ZwxBxsK4MCYr+e99V2ElHxBgooaCbsVYnGcden4yB2Q=","ZwxBxsK4MCYr+e99V2ElHxBgooaCbsVYnGcden4yB2Q=","","I'm a proactive blogger who is passionate about the #BlackCommunity by Showcasing their History, Struggles, Cultural Values and Excellence. #BlackExcellence","","1","19","2020-02-13","en"
"3cc94KVi4zr0KjtBNHgGYD80X5czUz4USA27yLzJM=","3cc94KVi4zr0KjtBNHgGYD80X5czUz4USA27yLzJM=","3cc94KVi4zr0KjtBNHgGYD80X5czUz4USA27yLzJM=","Accra - Adenta, Ghana","Self Love ♡ Dreamer Music Love Life God♧ 24/07","","17","104","2019-07-27","en"
"rfOmy9js6e9K5rioY3gHpqDG6Ph+hzaWG8NN+l2KAQ=","rfOmy9js6e9K5rioY3gHpqDG6Ph+hzaWG8NN+l2KAQ=","rfOmy9js6e9K5rioY3gHpqDG6Ph+hzaWG8NN+l2KAQ=","","let us all come together and eliminate barriers for the liberation of Africa and the world as a whole✊🏿✊🏿","","1409","1956","2019-07-16","en"
"A09RW4fvhssUqjQKoFoyz6v3pntTvDAX0JHLFDMOIfQ=","A09RW4fvhssUqjQKoFoyz6v3pntTvDAX0JHLFDMOIfQ=","A09RW4fvhssUqjQKoFoyz6v3pntTvDAX0JHLFDMOIfQ=","Italy","A young confused lady looking for her way around here 🤔","","164","184","2019-09-21","en"
"JhSjpfnuKzfALYQGSbRbP+saeBqVZ9lyJtiKYnx2fSM=","JhSjpfnuKzfALYQGSbRbP+saeBqVZ9lyJtiKYnx2fSM=","JhSjpfnuKzfALYQGSbRbP+saeBqVZ9lyJtiKYnx2fSM=","","","","0","0","2018-04-17","en"
"WNxtYi7DrFnqZbZzupKRBu1PKsWUIFlACU7SGjcf23c=","WNxtYi7DrFnqZbZzupKRBu1PKsWUIFlACU7SGjcf23c=","WNxtYi7DrFnqZbZzupKRBu1PKsWUIFlACU7SGjcf23c=","","Fighting against Racism,Discrimination and Police Brutality . The lives of black people matters .  #policebrutality #racism #blacklivesmatter","","3152","4253","2019-07-14","en"
"a4IH4rHn0pr8LZCkBsMT8jvUvjRtsKJ2PUCmLL2KHto=","a4IH4rHn0pr8LZCkBsMT8jvUvjRtsKJ2PUCmLL2KHto=","a4IH4rHn0pr8LZCkBsMT8jvUvjRtsKJ2PUCmLL2KHto=","","Black and Proud. Black history,liberation,excellence and achievements#blackpower#blacklove ig@our_root","","189","511","2020-01-13","en"
"o3o1L+WOUkK1COUvLNu1IJZdiksEXHqzQJY2f4MCPKo=","o3o1L+WOUkK1COUvLNu1IJZdiksEXHqzQJY2f4MCPKo=","o3o1L+WOUkK1COUvLNu1IJZdiksEXHqzQJY2f4MCPKo=","","Black history,black society, black culture and the effects they have on the society...we aim at eliminating barriers and liberating the black community...","","16","35","2020-02-18","en"
"C9y8uim+WkoigiwXrDm64nVwMNMIOs0Dzm9vFLEIEgY=","C9y8uim+WkoigiwXrDm64nVwMNMIOs0Dzm9vFLEIEgY=","C9y8uim+WkoigiwXrDm64nVwMNMIOs0Dzm9vFLEIEgY=","","musician","","83","81","2015-09-09","en"
"ZYzYgr34nAZxldURebKMZEZDWMwOJ7pqv0zDiblFiA=","ZYzYgr34nAZxldURebKMZEZDWMwOJ7pqv0zDiblFiA=","ZYzYgr34nAZxldURebKMZEZDWMwOJ7pqv0zDiblFiA=","somewhere with the queer ","We are championing the cause of eliminating discrimination affecting the rights of Lgbt+ persons globally. 
Creating awareness through activism.","","413","697","2019-08-29","en"
"yDlD6XF4gZevADDkfOjsH7OQCToXMVBWPlF0amsLfW0=","yDlD6XF4gZevADDkfOjsH7OQCToXMVBWPlF0amsLfW0=","yDlD6XF4gZevADDkfOjsH7OQCToXMVBWPlF0amsLfW0=","","Celebrating the achievements of Africans in the globe","","0","11","2020-02-11","en"
"ivZHgHGU7DF7o69Wz+0m132NI4bUnNUCCwwU82qw08=","ivZHgHGU7DF7o69Wz+0m132NI4bUnNUCCwwU82qw08=","ivZHgHGU7DF7o69Wz+0m132NI4bUnNUCCwwU82qw08=","","WWE NBA Movies","","37","47","2017-08-24","en"
"gP9PB65mFowuIclEB+SCEf8S1x85eFO4vjECMOQ4yNI=","gP9PB65mFowuIclEB+SCEf8S1x85eFO4vjECMOQ4yNI=","gP9PB65mFowuIclEB+SCEf8S1x85eFO4vjECMOQ4yNI=","","Hating someone based on colour is inhumane, disgusting and abominable","","1081","1944","2019-08-27","en"
"mbBk9i0b1mVzJRidppagRIbmfQeTmXMOxvH6xB0fWI=","mbBk9i0b1mVzJRidppagRIbmfQeTmXMOxvH6xB0fWI=","mbBk9i0b1mVzJRidppagRIbmfQeTmXMOxvH6xB0fWI=","Tema, Ghana","I Am A Feminist, Black Activist, Humanitarian, Music Lover and Dreamer...","","85","127","2019-07-27","en"
"4xizgeDTdjht4QcCHJAVAzFMcBLAGyzD7bbeKa80UA=","4xizgeDTdjht4QcCHJAVAzFMcBLAGyzD7bbeKa80UA=","4xizgeDTdjht4QcCHJAVAzFMcBLAGyzD7bbeKa80UA=","In paradise baby 💋","former account @shortcutegirl....... Foodie...Retired troublemaker😝 IG:satomi_vera_williams SC:satomiwilliams","","59","69","2018-01-02","en"
"lEF0AyBQFzs0jIl6r299NqeMIc+G1tCs6ac8whmdv0=","lEF0AyBQFzs0jIl6r299NqeMIc+G1tCs6ac8whmdv0=","lEF0AyBQFzs0jIl6r299NqeMIc+G1tCs6ac8whmdv0=","","Black activist trying to change the world","","7","6","2020-02-13","en"
"5Y4MHq7eQsN5F9zHBAafMTXlr5jBjfi17+epzwtc2SY=","5Y4MHq7eQsN5F9zHBAafMTXlr5jBjfi17+epzwtc2SY=","5Y4MHq7eQsN5F9zHBAafMTXlr5jBjfi17+epzwtc2SY=","Worldwide","●Muzician●Good muzik for your soul●
Contact +233 571 642 742 for bookings","https://t.co/dkfLn6SBgI","823","490","2014-04-03","en"
"sG1zIb5HIyXX37qQEx2GCrk25gK08Uk9ccV89wF5EQc=","sG1zIb5HIyXX37qQEx2GCrk25gK08Uk9ccV89wF5EQc=","sG1zIb5HIyXX37qQEx2GCrk25gK08Uk9ccV89wF5EQc=","","This page is to show case all what blacks have accomplished and black EXCELLENCE 👑","","1","1","2018-04-28","en"
"o5WA2cz3UiX46+sbGdTNeOM4ncNrdimxWpjLkg9ZLp4=","o5WA2cz3UiX46+sbGdTNeOM4ncNrdimxWpjLkg9ZLp4=","o5WA2cz3UiX46+sbGdTNeOM4ncNrdimxWpjLkg9ZLp4=","","we are blacks and we are proud of our colour","","0","0","2019-12-17","en"
"5FVVz+n2OId1GWqLGknVenFXodQrdBb8toPcBwDiKik=","5FVVz+n2OId1GWqLGknVenFXodQrdBb8toPcBwDiKik=","5FVVz+n2OId1GWqLGknVenFXodQrdBb8toPcBwDiKik=","","We all need to come together as one and eliminate barriers for the liberation of Africa","","3021","3125","2019-07-14","en"
"Hy21F4gE5G86tGwEtEZNpEIqEYiH47J6R+UT3MUVEck=","Hy21F4gE5G86tGwEtEZNpEIqEYiH47J6R+UT3MUVEck=","Hy21F4gE5G86tGwEtEZNpEIqEYiH47J6R+UT3MUVEck=","","","","0","0","2019-07-14","en"
"BE7nN5sImw5qmRDE8nFgQDv+r7J21r1PJ+ceGRzQfg=","BE7nN5sImw5qmRDE8nFgQDv+r7J21r1PJ+ceGRzQfg=","BE7nN5sImw5qmRDE8nFgQDv+r7J21r1PJ+ceGRzQfg=","","History, beauty and life of Africans","","0","0","2020-02-11","en"
