"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"RtjDVQcybk6PC6V7YOlT2TjGiX5aw1yU6lmf9v8uE=","RtjDVQcybk6PC6V7YOlT2TjGiX5aw1yU6lmf9v8uE=","RtjDVQcybk6PC6V7YOlT2TjGiX5aw1yU6lmf9v8uE=","Київ","","","200","765","2014-03-04","ru"
"VtIEG+h1gvrHADTHGDB0ivgk34srbsTEm7fOzXxn1o=","VtIEG+h1gvrHADTHGDB0ivgk34srbsTEm7fOzXxn1o=","VtIEG+h1gvrHADTHGDB0ivgk34srbsTEm7fOzXxn1o=","","","","0","0","2014-03-30","ru"
"LYM7Oaen95PS3mlG97XfUU8FsJusBgw2Pdf5NIhHG5Q=","LYM7Oaen95PS3mlG97XfUU8FsJusBgw2Pdf5NIhHG5Q=","LYM7Oaen95PS3mlG97XfUU8FsJusBgw2Pdf5NIhHG5Q=","","","","0","0","2018-04-09","en"
"nLNypqNVNQI4fmoJmze3J87muasHauiayd8bucgecA=","nLNypqNVNQI4fmoJmze3J87muasHauiayd8bucgecA=","nLNypqNVNQI4fmoJmze3J87muasHauiayd8bucgecA=","","🗣️ Independent analytical center where political scientists and experts in international relations from various countries exchange their opinions and views","","108","129","2018-06-29","en"
"NgV1K+vveDcPzM76o4zLz1aMpoImmXuFYaqsLx5nJ3w=","NgV1K+vveDcPzM76o4zLz1aMpoImmXuFYaqsLx5nJ3w=","NgV1K+vveDcPzM76o4zLz1aMpoImmXuFYaqsLx5nJ3w=","","","","28","0","2010-10-07","en"
"1sU40zQMK8gjrRtCwPjRaSj5kvrjnLQ38EGxFD84cM=","1sU40zQMK8gjrRtCwPjRaSj5kvrjnLQ38EGxFD84cM=","1sU40zQMK8gjrRtCwPjRaSj5kvrjnLQ38EGxFD84cM=","","","","0","0","2015-12-30","en"
"E2wEMj9Y3u5N2D5PiHwIKWBOmqg06uzbY9pv5IJJXL4=","E2wEMj9Y3u5N2D5PiHwIKWBOmqg06uzbY9pv5IJJXL4=","E2wEMj9Y3u5N2D5PiHwIKWBOmqg06uzbY9pv5IJJXL4=","","","","93","245","2009-11-20","ru"
"9OUbEIJwQg9LphcIHaaGPWoo0qH0XeRTNO3tvm5P7oM=","9OUbEIJwQg9LphcIHaaGPWoo0qH0XeRTNO3tvm5P7oM=","9OUbEIJwQg9LphcIHaaGPWoo0qH0XeRTNO3tvm5P7oM=","","","","0","0","2016-01-08","en"
"NCMQEelGR3D24WzXpPc84noQZQu8xIgRaYr7n+FX0w=","NCMQEelGR3D24WzXpPc84noQZQu8xIgRaYr7n+FX0w=","NCMQEelGR3D24WzXpPc84noQZQu8xIgRaYr7n+FX0w=","","Idek","","0","5","2020-04-13","en"
"JjXn5JJ6blo6Euee+zF4e4hUTDD7U8iTdciZvdjUxw0=","JjXn5JJ6blo6Euee+zF4e4hUTDD7U8iTdciZvdjUxw0=","JjXn5JJ6blo6Euee+zF4e4hUTDD7U8iTdciZvdjUxw0=","","","","5","20","2009-11-12","en"
"IJkXHO2xqVduA3KODKWKxsSh3Mok+hKezrC6GaytkqU=","IJkXHO2xqVduA3KODKWKxsSh3Mok+hKezrC6GaytkqU=","IJkXHO2xqVduA3KODKWKxsSh3Mok+hKezrC6GaytkqU=","","Journalist","http://t.co/JAAekrRBxh","185","176","2012-11-22","ru"
"376365080","Даша Мелентьева","bluevvelvet","","","","10540","226","2011-09-19","en"
"I8RJFVxnHPtyhOfUXZW1W8qzDwHahcxtOyTwxcPkH3Q=","I8RJFVxnHPtyhOfUXZW1W8qzDwHahcxtOyTwxcPkH3Q=","I8RJFVxnHPtyhOfUXZW1W8qzDwHahcxtOyTwxcPkH3Q=","Moscow, Russia","Independent Russian journalist writing and tweeting about #economy, #energy, #Arctic and #Eurasian affairs. Now blogging at Route Magazine.","http://t.co/SkNQ3qAS5h","195","250","2012-12-17","ru"
"1213164353236504576","United World International","uwidata","","🌍 Geopolitical analysis and forecasting of global trends","https://t.co/8XRiyFSdVG","6937","44","2020-01-03","fr"
"0T+oJ4XBPG6ZbvgO0NQ+c+u6aQ5oDuzGtyT8lMLPEFM=","0T+oJ4XBPG6ZbvgO0NQ+c+u6aQ5oDuzGtyT8lMLPEFM=","0T+oJ4XBPG6ZbvgO0NQ+c+u6aQ5oDuzGtyT8lMLPEFM=","Moscow","Top Secret","https://t.co/ODyDRRwoDq","172","126","2011-05-01","ru"
"voJvYT+JVcNKA7QZ4Rpb6o2h7lKPY69C6oRirOMYjU=","voJvYT+JVcNKA7QZ4Rpb6o2h7lKPY69C6oRirOMYjU=","voJvYT+JVcNKA7QZ4Rpb6o2h7lKPY69C6oRirOMYjU=","","🌍 Geopolitical analysis and forecasting of global trends","https://t.co/7nlIaYuh3n","0","1","2015-05-01","fr"
"GZAQId3MwRUchIlm5bGDhjV1EUi1mgUM+noUWRQ91Q=","GZAQId3MwRUchIlm5bGDhjV1EUi1mgUM+noUWRQ91Q=","GZAQId3MwRUchIlm5bGDhjV1EUi1mgUM+noUWRQ91Q=","","I love animals, interested in international affairs","","70","498","2014-01-17","ru"
"gBzplKjTQe6ckH+GWReDWa7SIE8hCcD2pBrf03vGWs=","gBzplKjTQe6ckH+GWReDWa7SIE8hCcD2pBrf03vGWs=","gBzplKjTQe6ckH+GWReDWa7SIE8hCcD2pBrf03vGWs=","","","","0","34","2018-09-04","en"
"BJbkPWRJEu7Da7Gk5CN+ieyDRlwHLHZa7Zlh1+JXbo=","BJbkPWRJEu7Da7Gk5CN+ieyDRlwHLHZa7Zlh1+JXbo=","BJbkPWRJEu7Da7Gk5CN+ieyDRlwHLHZa7Zlh1+JXbo=","Moscow","Open Dialogue Research Journal | 
If you wish to contribute, please contact or@orientalreview.org","http://t.co/wB6l1bG4Xs","1807","467","2010-03-06","en"
"WAFX5P1QkaC+4tJJDmNzo0SZXmIv0lmXsjPVD0HDjnE=","WAFX5P1QkaC+4tJJDmNzo0SZXmIv0lmXsjPVD0HDjnE=","WAFX5P1QkaC+4tJJDmNzo0SZXmIv0lmXsjPVD0HDjnE=","","","","2645","229","2020-10-10","fr"
"yQu7+1LekBfEBPfWLvVuKHp9ks6wx6COlhxNThCbV0M=","yQu7+1LekBfEBPfWLvVuKHp9ks6wx6COlhxNThCbV0M=","yQu7+1LekBfEBPfWLvVuKHp9ks6wx6COlhxNThCbV0M=","West Asia","🇹🇷 #Atatürk #Kemalist","","4460","613","2015-07-17","fr"
